matchday,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Goal_difference,Points_Home,HomePosition,HomeAvgPoints,AwayPosition,AwayAvgPoints,result,AvgPointDelta,Season
14.0,Stuttgart,Augsburg,2,1,1,3,12,1.2307692307692308,12,1.2307692307692308,1,0.0,1213
14.0,Werder Bremen,Leverkusen,1,4,-3,0,7,1.3846153846153846,7,1.3846153846153846,2,0.0,1213
15.0,Fortuna Dusseldorf,Ein Frankfurt,4,0,4,3,14,1.0714285714285714,14,1.0714285714285714,1,0.0,1213
15.0,Schalke 04,M'gladbach,1,1,0,1,4,1.7142857142857142,4,1.7142857142857142,X,0.0,1213
15.0,Leverkusen,Nurnberg,1,0,1,3,2,1.9285714285714288,2,1.9285714285714288,1,0.0,1213
15.0,Mainz,Hannover,2,1,1,3,7,1.4285714285714286,7,1.4285714285714286,1,0.0,1213
15.0,Bayern Munich,Dortmund,1,1,0,1,1,2.642857142857143,1,2.642857142857143,X,0.0,1213
15.0,Augsburg,Freiburg,1,1,0,1,18,0.5,18,0.5,X,0.0,1213
15.0,Greuther Furth,Stuttgart,0,1,-1,0,17,0.5714285714285714,17,0.5714285714285714,2,0.0,1213
15.0,Hoffenheim,Werder Bremen,1,4,-3,0,16,0.8571428571428571,16,0.8571428571428571,2,0.0,1213
15.0,Wolfsburg,Hamburg,1,1,0,1,15,1.0714285714285714,15,1.0714285714285714,X,0.0,1213
16.0,Hamburg,Hoffenheim,2,0,2,3,9,1.4,9,1.4,1,0.0,1213
16.0,Stuttgart,Schalke 04,3,1,2,3,7,1.4666666666666666,7,1.4666666666666666,1,0.0,1213
16.0,Freiburg,Greuther Furth,1,0,1,3,11,1.3333333333333333,11,1.3333333333333333,1,0.0,1213
16.0,Nurnberg,Fortuna Dusseldorf,2,0,2,3,14,1.0666666666666669,14,1.0666666666666669,1,0.0,1213
16.0,Dortmund,Wolfsburg,2,3,-1,0,3,1.8,3,1.8,2,0.0,1213
16.0,Augsburg,Bayern Munich,0,2,-2,0,17,0.5333333333333333,17,0.5333333333333333,2,0.0,1213
16.0,Ein Frankfurt,Werder Bremen,4,1,3,3,5,1.6,5,1.6,1,0.0,1213
16.0,Hannover,Leverkusen,3,2,1,3,12,1.3333333333333333,12,1.3333333333333333,1,0.0,1213
16.0,M'gladbach,Mainz,2,0,2,3,10,1.4,10,1.4,1,0.0,1213
17.0,Bayern Munich,M'gladbach,1,1,0,1,1,2.5625,1,2.5625,X,0.0,1213
17.0,Schalke 04,Freiburg,1,3,-2,0,5,1.5625,5,1.5625,2,0.0,1213
17.0,Fortuna Dusseldorf,Hannover,2,1,1,3,15,1.125,15,1.125,1,0.0,1213
17.0,Greuther Furth,Augsburg,1,1,0,1,18,0.5,18,0.5,X,0.0,1213
17.0,Leverkusen,Hamburg,3,0,3,3,2,1.875,2,1.875,1,0.0,1213
17.0,Mainz,Stuttgart,3,1,2,3,11,1.4375,11,1.4375,1,0.0,1213
17.0,Wolfsburg,Ein Frankfurt,0,2,-2,0,14,1.1875,14,1.1875,2,0.0,1213
17.0,Werder Bremen,Nurnberg,1,1,0,1,12,1.3125,12,1.3125,X,0.0,1213
17.0,Hoffenheim,Dortmund,1,3,-2,0,16,0.75,16,0.75,2,0.0,1213
18.0,Schalke 04,Hannover,5,4,1,3,7,1.4705882352941178,7,1.4705882352941178,1,0.0,1213
18.0,Bayern Munich,Greuther Furth,2,0,2,3,1,2.4705882352941178,1,2.4705882352941178,1,0.0,1213
18.0,Hoffenheim,M'gladbach,0,0,0,1,16,0.7058823529411765,16,0.7058823529411765,X,0.0,1213
18.0,Leverkusen,Ein Frankfurt,3,1,2,3,2,1.9411764705882355,2,1.9411764705882355,1,0.0,1213
18.0,Mainz,Freiburg,0,0,0,1,6,1.5294117647058822,6,1.5294117647058822,X,0.0,1213
18.0,Werder Bremen,Dortmund,0,5,-5,0,12,1.2941176470588236,12,1.2941176470588236,2,0.0,1213
18.0,Wolfsburg,Stuttgart,2,0,2,3,15,1.1176470588235294,15,1.1176470588235294,1,0.0,1213
18.0,Fortuna Dusseldorf,Augsburg,2,3,-1,0,13,1.2352941176470589,13,1.2352941176470589,2,0.0,1213
18.0,Nurnberg,Hamburg,1,1,0,1,14,1.1764705882352942,14,1.1764705882352942,X,0.0,1213
19.0,Dortmund,Nurnberg,3,0,3,3,3,1.8333333333333333,3,1.8333333333333333,1,0.0,1213
19.0,M'gladbach,Fortuna Dusseldorf,2,1,1,3,8,1.4444444444444444,8,1.4444444444444444,1,0.0,1213
19.0,Hannover,Wolfsburg,2,1,1,3,11,1.2777777777777777,11,1.2777777777777777,1,0.0,1213
19.0,Greuther Furth,Mainz,0,3,-3,0,18,0.5,18,0.5,2,0.0,1213
19.0,Augsburg,Schalke 04,0,0,0,1,17,0.6666666666666666,17,0.6666666666666666,X,0.0,1213
19.0,Ein Frankfurt,Hoffenheim,2,1,1,3,4,1.6666666666666667,4,1.6666666666666667,1,0.0,1213
19.0,Freiburg,Leverkusen,0,0,0,1,6,1.5,6,1.5,X,0.0,1213
19.0,Hamburg,Werder Bremen,3,2,1,3,9,1.3888888888888888,9,1.3888888888888888,1,0.0,1213
19.0,Stuttgart,Bayern Munich,0,2,-2,0,10,1.3888888888888888,10,1.3888888888888888,2,0.0,1213
20.0,Werder Bremen,Hannover,2,0,2,3,12,1.1578947368421053,12,1.1578947368421053,1,0.0,1213
20.0,Schalke 04,Greuther Furth,1,2,-1,0,6,1.5263157894736843,6,1.5263157894736843,2,0.0,1213
20.0,Wolfsburg,Augsburg,1,1,0,1,13,1.1578947368421053,13,1.1578947368421053,X,0.0,1213
20.0,Mainz,Bayern Munich,0,3,-3,0,5,1.5789473684210529,5,1.5789473684210529,2,0.0,1213
20.0,Fortuna Dusseldorf,Stuttgart,3,1,2,3,14,1.105263157894737,14,1.105263157894737,1,0.0,1213
20.0,Hamburg,Ein Frankfurt,0,2,-2,0,9,1.4736842105263157,9,1.4736842105263157,2,0.0,1213
20.0,Hoffenheim,Freiburg,2,1,1,3,17,0.6842105263157895,17,0.6842105263157895,1,0.0,1213
20.0,Leverkusen,Dortmund,2,3,-1,0,2,1.947368421052632,2,1.947368421052632,2,0.0,1213
20.0,Nurnberg,M'gladbach,2,1,1,3,15,1.105263157894737,15,1.105263157894737,1,0.0,1213
21.0,Stuttgart,Werder Bremen,1,4,-3,0,12,1.25,12,1.25,2,0.0,1213
21.0,M'gladbach,Leverkusen,3,3,0,1,7,1.45,7,1.45,X,0.0,1213
21.0,Greuther Furth,Wolfsburg,0,1,-1,0,18,0.6,18,0.6,2,0.0,1213
21.0,Hannover,Hoffenheim,1,0,1,3,10,1.3,10,1.3,1,0.0,1213
21.0,Dortmund,Hamburg,1,4,-3,0,2,1.95,2,1.95,2,0.0,1213
21.0,Bayern Munich,Schalke 04,4,0,4,3,1,2.55,1,2.55,1,0.0,1213
21.0,Ein Frankfurt,Nurnberg,0,0,0,1,4,1.8,4,1.8,X,0.0,1213
21.0,Augsburg,Mainz,1,1,0,1,17,0.7,17,0.7,X,0.0,1213
21.0,Freiburg,Fortuna Dusseldorf,1,0,1,3,8,1.4,8,1.4,1,0.0,1213
22.0,Wolfsburg,Bayern Munich,0,2,-2,0,12,1.238095238095238,12,1.238095238095238,2,0.0,1213
22.0,Mainz,Schalke 04,2,2,0,1,6,1.4761904761904765,6,1.4761904761904765,X,0.0,1213
22.0,Werder Bremen,Freiburg,2,3,-1,0,11,1.3333333333333333,11,1.3333333333333333,2,0.0,1213
22.0,Leverkusen,Augsburg,2,1,1,3,3,1.809523809523809,3,1.809523809523809,1,0.0,1213
22.0,Dortmund,Ein Frankfurt,3,0,3,3,2,1.8571428571428568,2,1.8571428571428568,1,0.0,1213
22.0,Fortuna Dusseldorf,Greuther Furth,1,0,1,3,15,1.1428571428571428,15,1.1428571428571428,1,0.0,1213
22.0,Hamburg,M'gladbach,1,0,1,3,7,1.4761904761904765,7,1.4761904761904765,1,0.0,1213
22.0,Hoffenheim,Stuttgart,0,1,-1,0,16,0.7619047619047619,16,0.7619047619047619,2,0.0,1213
22.0,Nurnberg,Hannover,2,2,0,1,13,1.1904761904761905,13,1.1904761904761905,X,0.0,1213
23.0,Freiburg,Ein Frankfurt,0,0,0,1,5,1.5454545454545454,5,1.5454545454545454,X,0.0,1213
23.0,Augsburg,Hoffenheim,2,1,1,3,17,0.6818181818181818,17,0.6818181818181818,1,0.0,1213
23.0,Bayern Munich,Werder Bremen,6,1,5,3,1,2.590909090909091,1,2.590909090909091,1,0.0,1213
23.0,Hannover,Hamburg,5,1,4,3,8,1.3636363636363635,8,1.3636363636363635,1,0.0,1213
23.0,Mainz,Wolfsburg,1,1,0,1,7,1.4545454545454546,7,1.4545454545454546,X,0.0,1213
23.0,Schalke 04,Fortuna Dusseldorf,2,1,1,3,10,1.3636363636363635,10,1.3636363636363635,1,0.0,1213
23.0,Stuttgart,Nurnberg,1,1,0,1,12,1.2727272727272727,12,1.2727272727272727,X,0.0,1213
23.0,Greuther Furth,Leverkusen,0,0,0,1,18,0.5454545454545454,18,0.5454545454545454,X,0.0,1213
23.0,M'gladbach,Dortmund,1,1,0,1,9,1.3636363636363635,9,1.3636363636363635,X,0.0,1213
24.0,Ein Frankfurt,M'gladbach,0,1,-1,0,4,1.6521739130434785,4,1.6521739130434785,2,0.0,1213
24.0,Wolfsburg,Schalke 04,1,4,-3,0,15,1.173913043478261,15,1.173913043478261,2,0.0,1213
24.0,Werder Bremen,Augsburg,0,1,-1,0,12,1.2173913043478262,12,1.2173913043478262,2,0.0,1213
24.0,Nurnberg,Freiburg,1,1,0,1,14,1.173913043478261,14,1.173913043478261,X,0.0,1213
24.0,Hamburg,Greuther Furth,1,1,0,1,6,1.4782608695652173,6,1.4782608695652173,X,0.0,1213
24.0,Dortmund,Hannover,3,1,2,3,2,1.8695652173913044,2,1.8695652173913044,1,0.0,1213
24.0,Leverkusen,Stuttgart,2,1,1,3,3,1.826086956521739,3,1.826086956521739,1,0.0,1213
24.0,Fortuna Dusseldorf,Mainz,1,1,0,1,13,1.173913043478261,13,1.173913043478261,X,0.0,1213
24.0,Hoffenheim,Bayern Munich,0,1,-1,0,17,0.6956521739130435,17,0.6956521739130435,2,0.0,1213
25.0,Augsburg,Nurnberg,1,2,-1,0,16,0.875,16,0.875,2,0.0,1213
25.0,Schalke 04,Dortmund,2,1,1,3,6,1.5,6,1.5,1,0.0,1213
25.0,M'gladbach,Werder Bremen,1,1,0,1,9,1.4166666666666667,9,1.4166666666666667,X,0.0,1213
25.0,Mainz,Leverkusen,1,0,1,3,8,1.4166666666666667,8,1.4166666666666667,1,0.0,1213
25.0,Greuther Furth,Hoffenheim,0,3,-3,0,18,0.5833333333333334,18,0.5833333333333334,2,0.0,1213
25.0,Bayern Munich,Fortuna Dusseldorf,3,2,1,3,1,2.625,1,2.625,1,0.0,1213
25.0,Freiburg,Wolfsburg,2,5,-3,0,5,1.5,5,1.5,2,0.0,1213
25.0,Hannover,Ein Frankfurt,0,0,0,1,10,1.375,10,1.375,X,0.0,1213
25.0,Stuttgart,Hamburg,0,1,-1,0,11,1.2083333333333333,11,1.2083333333333333,2,0.0,1213
26.0,Wolfsburg,Fortuna Dusseldorf,1,1,0,1,12,1.2,12,1.2,X,0.0,1213
26.0,Leverkusen,Bayern Munich,1,2,-1,0,3,1.8,3,1.8,2,0.0,1213
26.0,Werder Bremen,Greuther Furth,2,2,0,1,13,1.16,13,1.16,X,0.0,1213
26.0,Nurnberg,Schalke 04,3,0,3,3,11,1.24,11,1.24,1,0.0,1213
26.0,Hoffenheim,Mainz,0,0,0,1,17,0.76,17,0.76,X,0.0,1213
26.0,Dortmund,Freiburg,5,1,4,3,2,1.84,2,1.84,1,0.0,1213
26.0,Hamburg,Augsburg,0,1,-1,0,6,1.52,6,1.52,2,0.0,1213
26.0,Ein Frankfurt,Stuttgart,1,2,-1,0,4,1.56,4,1.56,2,0.0,1213
26.0,M'gladbach,Hannover,1,0,1,3,9,1.4,9,1.4,1,0.0,1213
27.0,Augsburg,Hannover,0,2,-2,0,16,0.9230769230769232,16,0.9230769230769232,2,0.0,1213
27.0,Bayern Munich,Hamburg,9,2,7,3,1,2.6538461538461537,1,2.6538461538461537,1,0.0,1213
27.0,Fortuna Dusseldorf,Leverkusen,1,4,-3,0,15,1.1153846153846154,15,1.1153846153846154,2,0.0,1213
27.0,Freiburg,M'gladbach,2,0,2,3,9,1.3846153846153846,9,1.3846153846153846,1,0.0,1213
27.0,Mainz,Werder Bremen,1,1,0,1,6,1.4615384615384617,6,1.4615384615384617,X,0.0,1213
27.0,Schalke 04,Hoffenheim,3,0,3,3,5,1.5,5,1.5,1,0.0,1213
27.0,Stuttgart,Dortmund,1,2,-1,0,12,1.2307692307692308,12,1.2307692307692308,2,0.0,1213
27.0,Greuther Furth,Ein Frankfurt,2,3,-1,0,18,0.5769230769230769,18,0.5769230769230769,2,0.0,1213
27.0,Wolfsburg,Nurnberg,2,2,0,1,13,1.1923076923076923,13,1.1923076923076923,X,0.0,1213
28.0,Hoffenheim,Fortuna Dusseldorf,3,0,3,3,17,0.7407407407407407,17,0.7407407407407407,1,0.0,1213
28.0,Werder Bremen,Schalke 04,0,2,-2,0,14,1.148148148148148,14,1.148148148148148,2,0.0,1213
28.0,Hamburg,Freiburg,0,1,-1,0,9,1.4074074074074074,9,1.4074074074074074,2,0.0,1213
28.0,M'gladbach,Greuther Furth,1,0,1,3,8,1.4074074074074074,8,1.4074074074074074,1,0.0,1213
28.0,Leverkusen,Wolfsburg,1,1,0,1,3,1.7777777777777777,3,1.7777777777777777,X,0.0,1213
28.0,Dortmund,Augsburg,4,2,2,3,2,1.9259259259259256,2,1.9259259259259256,1,0.0,1213
28.0,Ein Frankfurt,Bayern Munich,0,1,-1,0,4,1.5555555555555556,4,1.5555555555555556,2,0.0,1213
28.0,Hannover,Stuttgart,0,0,0,1,10,1.3703703703703705,10,1.3703703703703705,X,0.0,1213
28.0,Nurnberg,Mainz,2,1,1,3,11,1.2962962962962965,11,1.2962962962962965,1,0.0,1213
29.0,Freiburg,Hannover,3,1,2,3,5,1.5,5,1.5,1,0.0,1213
29.0,Wolfsburg,Hoffenheim,2,2,0,1,12,1.1785714285714286,12,1.1785714285714286,X,0.0,1213
29.0,Schalke 04,Leverkusen,2,2,0,1,4,1.6071428571428572,4,1.6071428571428572,X,0.0,1213
29.0,Mainz,Hamburg,1,2,-1,0,8,1.3928571428571428,8,1.3928571428571428,2,0.0,1213
29.0,Greuther Furth,Dortmund,1,6,-5,0,18,0.5357142857142857,18,0.5357142857142857,2,0.0,1213
29.0,Bayern Munich,Nurnberg,4,0,4,3,1,2.6785714285714284,1,2.6785714285714284,1,0.0,1213
29.0,Fortuna Dusseldorf,Werder Bremen,2,2,0,1,15,1.0357142857142858,15,1.0357142857142858,X,0.0,1213
29.0,Augsburg,Ein Frankfurt,2,0,2,3,16,0.8571428571428571,16,0.8571428571428571,1,0.0,1213
29.0,Stuttgart,M'gladbach,2,0,2,3,13,1.1785714285714286,13,1.1785714285714286,1,0.0,1213
30.0,M'gladbach,Augsburg,1,0,1,3,7,1.4137931034482758,7,1.4137931034482758,1,0.0,1213
30.0,Werder Bremen,Wolfsburg,0,3,-3,0,14,1.103448275862069,14,1.103448275862069,2,0.0,1213
30.0,Leverkusen,Hoffenheim,5,0,5,3,3,1.7241379310344829,3,1.7241379310344829,1,0.0,1213
30.0,Hannover,Bayern Munich,1,6,-5,0,10,1.3103448275862069,10,1.3103448275862069,2,0.0,1213
30.0,Hamburg,Fortuna Dusseldorf,2,1,1,3,8,1.4137931034482758,8,1.4137931034482758,1,0.0,1213
30.0,Dortmund,Mainz,2,0,2,3,2,2.0,2,2.0,1,0.0,1213
30.0,Ein Frankfurt,Schalke 04,1,0,1,3,6,1.4482758620689655,6,1.4482758620689655,1,0.0,1213
30.0,Nurnberg,Greuther Furth,0,1,-1,0,11,1.3103448275862069,11,1.3103448275862069,2,0.0,1213
30.0,Stuttgart,Freiburg,2,1,1,3,12,1.2413793103448276,12,1.2413793103448276,1,0.0,1213
31.0,Greuther Furth,Hannover,2,3,-1,0,18,0.6,18,0.6,2,0.0,1213
31.0,Augsburg,Stuttgart,3,0,3,3,16,0.9,16,0.9,1,0.0,1213
31.0,Bayern Munich,Freiburg,1,0,1,3,1,2.7,1,2.7,1,0.0,1213
31.0,Fortuna Dusseldorf,Dortmund,1,2,-1,0,15,1.0,15,1.0,2,0.0,1213
31.0,Leverkusen,Werder Bremen,1,0,1,3,3,1.7666666666666666,3,1.7666666666666666,1,0.0,1213
31.0,Wolfsburg,M'gladbach,3,1,2,3,13,1.2333333333333334,13,1.2333333333333334,1,0.0,1213
31.0,Hoffenheim,Nurnberg,2,1,1,3,17,0.8,17,0.8,1,0.0,1213
31.0,Mainz,Ein Frankfurt,0,0,0,1,9,1.3,9,1.3,X,0.0,1213
31.0,Schalke 04,Hamburg,4,1,3,3,4,1.5333333333333334,4,1.5333333333333334,1,0.0,1213
32.0,M'gladbach,Schalke 04,0,1,-1,0,7,1.4193548387096775,7,1.4193548387096775,2,0.0,1213
32.0,Nurnberg,Leverkusen,0,2,-2,0,13,1.2258064516129032,13,1.2258064516129032,2,0.0,1213
32.0,Stuttgart,Greuther Furth,0,2,-2,0,12,1.2580645161290325,12,1.2580645161290325,2,0.0,1213
32.0,Werder Bremen,Hoffenheim,2,2,0,1,14,1.032258064516129,14,1.032258064516129,X,0.0,1213
32.0,Hannover,Mainz,2,2,0,1,9,1.3225806451612905,9,1.3225806451612905,X,0.0,1213
32.0,Dortmund,Bayern Munich,1,1,0,1,2,2.064516129032258,2,2.064516129032258,X,0.0,1213
32.0,Ein Frankfurt,Fortuna Dusseldorf,3,1,2,3,5,1.4838709677419355,5,1.4838709677419355,1,0.0,1213
32.0,Freiburg,Augsburg,2,0,2,3,6,1.4516129032258065,6,1.4516129032258065,1,0.0,1213
32.0,Hamburg,Wolfsburg,1,1,0,1,8,1.4193548387096775,8,1.4193548387096775,X,0.0,1213
33.0,Bayern Munich,Augsburg,3,0,3,3,1,2.65625,1,2.65625,1,0.0,1213
33.0,Fortuna Dusseldorf,Nurnberg,1,2,-1,0,15,0.9375,15,0.9375,2,0.0,1213
33.0,Greuther Furth,Freiburg,1,2,-1,0,18,0.65625,18,0.65625,2,0.0,1213
33.0,Hoffenheim,Hamburg,1,4,-3,0,17,0.875,17,0.875,2,0.0,1213
33.0,Leverkusen,Hannover,3,1,2,3,3,1.84375,3,1.84375,1,0.0,1213
33.0,Mainz,M'gladbach,2,4,-2,0,10,1.28125,10,1.28125,2,0.0,1213
33.0,Schalke 04,Stuttgart,1,2,-1,0,4,1.625,4,1.625,2,0.0,1213
33.0,Werder Bremen,Ein Frankfurt,1,1,0,1,14,1.03125,14,1.03125,X,0.0,1213
33.0,Wolfsburg,Dortmund,3,3,0,1,11,1.28125,11,1.28125,X,0.0,1213
34.0,Hannover,Fortuna Dusseldorf,3,0,3,3,9,1.2727272727272727,9,1.2727272727272727,1,0.0,1213
34.0,M'gladbach,Bayern Munich,3,4,-1,0,8,1.4242424242424243,8,1.4242424242424243,2,0.0,1213
34.0,Hamburg,Leverkusen,0,1,-1,0,7,1.4545454545454546,7,1.4545454545454546,2,0.0,1213
34.0,Nurnberg,Werder Bremen,3,2,1,3,13,1.2424242424242424,13,1.2424242424242424,1,0.0,1213
34.0,Ein Frankfurt,Wolfsburg,2,2,0,1,6,1.5151515151515151,6,1.5151515151515151,X,0.0,1213
34.0,Dortmund,Hoffenheim,1,2,-1,0,2,2.0,2,2.0,2,0.0,1213
34.0,Augsburg,Greuther Furth,3,1,2,3,16,0.9090909090909092,16,0.9090909090909092,1,0.0,1213
34.0,Freiburg,Schalke 04,1,2,-1,0,5,1.5454545454545454,5,1.5454545454545454,2,0.0,1213
34.0,Stuttgart,Mainz,2,2,0,1,11,1.2727272727272727,11,1.2727272727272727,X,0.0,1213
1.0,Bayern Munich,M'gladbach,3,1,2,3,0,,0,,1,,1314
1.0,Augsburg,Dortmund,0,4,-4,0,0,,0,,2,,1314
1.0,Braunschweig,Werder Bremen,0,1,-1,0,0,,0,,2,,1314
1.0,Hannover,Wolfsburg,2,0,2,3,0,,0,,1,,1314
1.0,Hertha,Ein Frankfurt,6,1,5,3,0,,0,,1,,1314
1.0,Hoffenheim,Nurnberg,2,2,0,1,0,,0,,X,,1314
1.0,Leverkusen,Freiburg,3,1,2,3,0,,0,,1,,1314
1.0,Mainz,Stuttgart,3,2,1,3,0,,0,,1,,1314
1.0,Schalke 04,Hamburg,3,3,0,1,0,,0,,X,,1314
2.0,Wolfsburg,Schalke 04,4,0,4,3,16,0.0,16,0.0,1,0.0,1314
2.0,Werder Bremen,Augsburg,1,0,1,3,7,3.0,7,3.0,1,0.0,1314
2.0,Stuttgart,Leverkusen,0,1,-1,0,13,0.0,13,0.0,2,0.0,1314
2.0,Freiburg,Mainz,1,2,-1,0,14,0.0,14,0.0,2,0.0,1314
2.0,Hamburg,Hoffenheim,1,5,-4,0,8,1.0,8,1.0,2,0.0,1314
2.0,Ein Frankfurt,Bayern Munich,0,1,-1,0,18,0.0,18,0.0,2,0.0,1314
2.0,M'gladbach,Hannover,3,0,3,3,15,0.0,15,0.0,1,0.0,1314
2.0,Dortmund,Braunschweig,2,1,1,3,2,3.0,2,3.0,1,0.0,1314
2.0,Nurnberg,Hertha,2,2,0,1,10,1.0,10,1.0,X,0.0,1314
3.0,Dortmund,Werder Bremen,1,0,1,3,1,3.0,1,3.0,1,0.0,1314
3.0,Leverkusen,M'gladbach,4,2,2,3,3,3.0,3,3.0,1,0.0,1314
3.0,Mainz,Wolfsburg,2,0,2,3,4,3.0,4,3.0,1,0.0,1314
3.0,Hoffenheim,Freiburg,3,3,0,1,7,2.0,7,2.0,X,0.0,1314
3.0,Bayern Munich,Nurnberg,2,0,2,3,2,3.0,2,3.0,1,0.0,1314
3.0,Hannover,Schalke 04,2,1,1,3,10,1.5,10,1.5,1,0.0,1314
3.0,Hertha,Hamburg,1,0,1,3,6,2.0,6,2.0,1,0.0,1314
3.0,Augsburg,Stuttgart,2,1,1,3,17,0.0,17,0.0,1,0.0,1314
3.0,Braunschweig,Ein Frankfurt,0,2,-2,0,14,0.0,14,0.0,2,0.0,1314
4.0,Freiburg,Bayern Munich,1,1,0,1,14,0.3333333333333333,14,0.3333333333333333,X,0.0,1314
4.0,Wolfsburg,Hertha,2,0,2,3,9,1.0,9,1.0,1,0.0,1314
4.0,Schalke 04,Leverkusen,2,0,2,3,16,0.3333333333333333,16,0.3333333333333333,1,0.0,1314
4.0,Nurnberg,Augsburg,0,1,-1,0,13,0.6666666666666666,13,0.6666666666666666,2,0.0,1314
4.0,Hannover,Mainz,4,1,3,3,7,2.0,7,2.0,1,0.0,1314
4.0,Hamburg,Braunschweig,4,0,4,3,15,0.3333333333333333,15,0.3333333333333333,1,0.0,1314
4.0,M'gladbach,Werder Bremen,4,1,3,3,10,1.0,10,1.0,1,0.0,1314
4.0,Ein Frankfurt,Dortmund,1,2,-1,0,12,1.0,12,1.0,2,0.0,1314
4.0,Stuttgart,Hoffenheim,6,2,4,3,17,0.0,17,0.0,1,0.0,1314
5.0,Hertha,Stuttgart,0,1,-1,0,6,1.75,6,1.75,2,0.0,1314
5.0,Mainz,Schalke 04,0,1,-1,0,5,2.25,5,2.25,2,0.0,1314
5.0,Werder Bremen,Ein Frankfurt,0,3,-3,0,9,1.5,9,1.5,2,0.0,1314
5.0,Leverkusen,Wolfsburg,3,1,2,3,4,2.25,4,2.25,1,0.0,1314
5.0,Augsburg,Freiburg,2,1,1,3,10,1.5,10,1.5,1,0.0,1314
5.0,Bayern Munich,Hannover,2,0,2,3,2,2.5,2,2.5,1,0.0,1314
5.0,Dortmund,Hamburg,6,2,4,3,1,3.0,1,3.0,1,0.0,1314
5.0,Braunschweig,Nurnberg,1,1,0,1,18,0.0,18,0.0,X,0.0,1314
5.0,Hoffenheim,M'gladbach,2,1,1,3,11,1.25,11,1.25,1,0.0,1314
6.0,M'gladbach,Braunschweig,4,1,3,3,11,1.2,11,1.2,1,0.0,1314
6.0,Hamburg,Werder Bremen,0,2,-2,0,15,0.8,15,0.8,2,0.0,1314
6.0,Hannover,Augsburg,2,1,1,3,4,1.8,4,1.8,1,0.0,1314
6.0,Mainz,Leverkusen,1,4,-3,0,5,1.8,5,1.8,2,0.0,1314
6.0,Schalke 04,Bayern Munich,0,4,-4,0,9,1.4,9,1.4,2,0.0,1314
6.0,Wolfsburg,Hoffenheim,2,1,1,3,12,1.2,12,1.2,1,0.0,1314
6.0,Nurnberg,Dortmund,1,1,0,1,16,0.6,16,0.6,X,0.0,1314
6.0,Freiburg,Hertha,1,1,0,1,17,0.4,17,0.4,X,0.0,1314
6.0,Stuttgart,Ein Frankfurt,1,1,0,1,10,1.2,10,1.2,X,0.0,1314
7.0,Augsburg,M'gladbach,2,2,0,1,7,1.5,7,1.5,X,0.0,1314
7.0,Hertha,Mainz,3,1,2,3,10,1.3333333333333333,10,1.3333333333333333,1,0.0,1314
7.0,Hoffenheim,Schalke 04,3,3,0,1,11,1.3333333333333333,11,1.3333333333333333,X,0.0,1314
7.0,Leverkusen,Hannover,2,0,2,3,3,2.5,3,2.5,1,0.0,1314
7.0,Ein Frankfurt,Hamburg,2,2,0,1,13,1.1666666666666667,13,1.1666666666666667,X,0.0,1314
7.0,Bayern Munich,Wolfsburg,1,0,1,3,1,2.6666666666666665,1,2.6666666666666665,1,0.0,1314
7.0,Dortmund,Freiburg,5,0,5,3,2,2.6666666666666665,2,2.6666666666666665,1,0.0,1314
7.0,Braunschweig,Stuttgart,0,4,-4,0,18,0.1666666666666666,18,0.1666666666666666,2,0.0,1314
7.0,Werder Bremen,Nurnberg,3,3,0,1,9,1.5,9,1.5,X,0.0,1314
8.0,Hannover,Hertha,1,1,0,1,4,1.7142857142857142,4,1.7142857142857142,X,0.0,1314
8.0,Leverkusen,Bayern Munich,1,1,0,1,3,2.571428571428572,3,2.571428571428572,X,0.0,1314
8.0,Mainz,Hoffenheim,2,2,0,1,12,1.2857142857142858,12,1.2857142857142858,X,0.0,1314
8.0,M'gladbach,Dortmund,2,0,2,3,7,1.4285714285714286,7,1.4285714285714286,1,0.0,1314
8.0,Schalke 04,Augsburg,4,1,3,3,14,1.1428571428571428,14,1.1428571428571428,1,0.0,1314
8.0,Stuttgart,Werder Bremen,1,1,0,1,6,1.4285714285714286,6,1.4285714285714286,X,0.0,1314
8.0,Wolfsburg,Braunschweig,0,2,-2,0,11,1.2857142857142858,11,1.2857142857142858,2,0.0,1314
8.0,Freiburg,Ein Frankfurt,1,1,0,1,17,0.4285714285714285,17,0.4285714285714285,X,0.0,1314
8.0,Nurnberg,Hamburg,0,5,-5,0,15,0.7142857142857143,15,0.7142857142857143,2,0.0,1314
9.0,Hoffenheim,Leverkusen,1,2,-1,0,10,1.25,10,1.25,2,0.0,1314
9.0,Werder Bremen,Freiburg,0,0,0,1,9,1.375,9,1.375,X,0.0,1314
9.0,Hertha,M'gladbach,1,0,1,3,6,1.5,6,1.5,1,0.0,1314
9.0,Ein Frankfurt,Nurnberg,1,1,0,1,13,1.125,13,1.125,X,0.0,1314
9.0,Dortmund,Hannover,1,0,1,3,2,2.375,2,2.375,1,0.0,1314
9.0,Braunschweig,Schalke 04,2,3,-1,0,18,0.5,18,0.5,2,0.0,1314
9.0,Bayern Munich,Mainz,4,1,3,3,1,2.5,1,2.5,1,0.0,1314
9.0,Augsburg,Wolfsburg,1,2,-1,0,12,1.25,12,1.25,2,0.0,1314
9.0,Hamburg,Stuttgart,3,3,0,1,15,1.0,15,1.0,X,0.0,1314
